indicativo,altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,presMax,presMin
1484C,113,10.0,22.2,8.3,11.7,16,2.5,10.0,998.1,995.5
1484C,113,10.1,24.4,7.4,12.8,29,1.7,11.4,1000.3,998.1
1484C,113,11.0,17.6,8.9,13.0,17,3.3,18.3,1000.1,991.1
1484C,113,7.8,12.0,4.4,11.2,30,1.9,18.6,998.7,990.4
1484C,113,10.6,0.0,7.1,14.0,26,0.8,18.9,1010.9,997.2
1484C,113,10.3,0.0,7.3,13.3,17,2.8,11.1,1010.6,1007.2
1484C,113,13.4,6.2,12.0,14.8,19,3.9,15.8,1007.8,1001.7
1484C,113,12.8,0.6,10.4,15.2,18,2.5,14.4,1006.1,998.9
1484C,113,11.8,1.2,8.4,15.1,21,1.7,7.2,1010.9,1006.0
1484C,113,12.9,0,11.0,14.8,18,3.9,11.1,1010.3,1007.8
1484C,113,14.0,7.6,13.0,14.9,14,3.3,11.7,1009.0,1007.0
1484C,113,14.4,32.2,13.8,14.9,16,1.9,8.9,1009.5,1006.0
1484C,113,12.8,0.1,9.7,15.8,12,1.4,4.7,1009.7,1007.3
1484C,113,12.3,11.9,9.1,15.5,17,1.9,8.1,1015.5,1008.9
1484C,113,13.5,0.8,10.8,16.2,22,1.1,4.2,1018.4,1015.3
1484C,113,10.4,5.6,7.8,13.1,17,1.1,7.2,1018.6,1015.2
1484C,113,10.4,0.3,6.2,14.6,06,1.7,5.8,1019.5,1017.9
1484C,113,12.0,0.0,8.5,15.6,29,1.9,5.3,1019.9,1017.5
1484C,113,11.8,0.0,7.3,16.4,05,1.7,4.7,1018.4,1009.7
1484C,113,12.4,1.2,8.4,16.3,18,1.4,6.4,1010.8,1007.4
1484C,113,11.4,24.0,9.0,13.8,15,2.2,15.8,1010.3,992.9
1484C,113,10.0,3.6,6.1,13.8,23,1.1,16.7,1009.1,992.9
1484C,113,8.4,24.2,5.1,11.6,14,1.4,7.5,1012.6,1008.4
1484C,113,13.0,19.4,11.5,14.4,18,5.3,16.4,1009.7,1003.7
1484C,113,9.8,5.8,7.2,12.4,26,2.2,20.3,1013.5,1003.1
1484C,113,9.7,0.6,7.6,11.8,16,3.9,12.2,1013.5,1006.1
1484C,113,11.0,51.6,9.5,12.5,22,4.4,18.3,1006.1,997.3
1484C,113,11.2,15.6,9.1,13.2,21,3.1,16.9,1009.6,1004.7
1484C,113,12.4,1.8,10.9,13.8,20,2.8,8.6,1013.2,1009.0
1484C,113,12.8,5.0,11.9,13.8,17,4.4,12.5,1016.7,1011.9
1484C,113,12.8,0.0,10.1,15.4,15,1.1,7.5,1018.2,1015.5
1484C,113,12.4,0.0,8.5,16.2,05,0.6,5.6,1015.7,1013.7
1484C,113,11.2,0.0,7.2,15.2,06,1.1,5.6,1015.9,1013.4
1484C,113,11.3,0.0,7.7,14.9,06,1.4,5.6,1013.5,1011.4
1484C,113,12.0,2.6,7.3,16.7,06,1.4,5.3,1014.4,1012.2
1484C,113,11.4,3.0,10.0,12.7,08,0.8,5.0,1015.5,1011.8
1484C,113,13.3,0.0,10.2,16.4,35,1.1,5.6,1018.2,1015.2
1484C,113,11.3,0.0,6.7,15.9,06,1.7,5.0,1017.9,1015.5
1484C,113,10.2,0.0,4.6,15.8,07,1.1,5.3,1017.4,1015.2
1484C,113,10.7,0.0,5.1,16.3,05,1.1,5.8,1018.1,1015.5
1484C,113,9.8,0.0,4.8,14.8,07,0.6,6.7,1019.9,1017.4
1484C,113,7.4,0.0,1.1,13.6,07,1.4,6.4,1019.8,1014.4
1484C,113,8.2,0.0,2.5,13.8,05,1.1,6.1,1015.1,1013.3
1484C,113,8.1,0.0,2.6,13.6,04,1.1,7.2,1019.9,1014.7
1484C,113,8.0,0.0,2.4,13.6,06,1.1,6.7,1022.1,1019.8
1484C,113,8.7,0.0,2.9,14.5,06,1.7,6.1,1020.4,1018.2
1484C,113,8.4,0.0,2.5,14.3,06,1.1,6.4,1019.0,1016.4
1484C,113,8.2,0.0,2.6,13.9,08,1.1,3.3,1018.4,1015.0
1484C,113,9.9,0.0,3.6,16.2,03,2.8,9.4,1015.1,1009.3
1484C,113,9.8,0.0,5.0,14.5,03,2.8,8.1,1011.1,1007.6
1484C,113,7.8,0.0,2.1,13.5,29,0.8,5.0,1017.5,1011.1
1484C,113,7.8,0.0,2.2,13.4,02,1.1,6.7,1019.3,1017.0
1484C,113,8.8,0.0,3.3,14.3,36,0.8,5.8,1018.5,1014.9
1484C,113,9.8,0.0,5.0,14.6,02,1.1,5.6,1014.9,1008.7
1484C,113,9.2,0,4.6,13.9,13,0.8,5.8,1008.7,1005.3
1484C,113,10.2,5.4,7.9,12.5,14,1.4,4.4,1007.4,1004.0
1484C,113,8.0,0.8,4.4,11.7,34,1.9,6.4,1010.6,1007.4
1484C,113,6.0,9.8,3.6,8.4,07,1.1,5.3,1010.1,1004.9
1484C,113,10.0,41.6,7.4,12.7,21,2.5,11.9,1004.9,992.7
1484C,113,9.4,0.6,6.5,12.2,33,1.9,7.8,1012.0,1001.5
1484C,113,8.5,0,5.2,11.8,99,1.7,5.8,1013.5,1011.1
1484C,113,8.4,7.0,6.3,10.5,34,1.9,8.3,1012.0,1004.9
1484C,113,11.1,0.8,9.1,13.1,32,2.5,9.4,1005.1,1003.5
1484C,113,12.0,0.0,10.0,14.0,35,2.5,8.1,1009.1,1004.1
1484C,113,11.2,0.0,7.7,14.6,02,1.9,8.9,1010.7,1008.6
1484C,113,8.7,3.2,3.6,13.8,22,1.9,5.3,1008.8,1006.4
1484C,113,9.4,0.6,6.6,12.3,29,1.9,8.1,1012.1,1006.4
1484C,113,10.6,5.4,7.7,13.6,31,1.4,8.1,1011.9,1008.7
1484C,113,9.4,9.0,6.9,12.0,22,3.3,17.2,1008.8,1001.9
1484C,113,8.8,91.5,4.9,12.6,22,3.1,14.4,1004.2,989.2
1484C,113,10.5,28.5,8.0,13.0,21,5.8,17.5,989.2,980.2
1484C,113,7.9,9.6,6.0,9.8,21,5.3,22.8,994.8,974.3
1484C,113,6.4,0.8,2.5,10.4,34,1.4,13.3,1013.5,994.8
1484C,113,6.6,0.0,1.2,11.9,07,1.4,5.0,1017.7,1013.4
1484C,113,6.4,0.2,2.8,10.1,06,0.8,4.2,1017.3,1015.6
1484C,113,12.0,0.0,9.0,15.0,22,1.1,5.0,1017.0,1014.7
1484C,113,10.1,7.6,6.1,14.1,22,1.7,8.1,1014.8,1010.7
1484C,113,9.5,0.8,5.5,13.5,22,1.7,6.1,1013.4,1010.6
1484C,113,8.2,1.0,4.4,12.0,17,2.8,9.7,1010.7,1007.0
1484C,113,12.0,12.7,11.0,13.1,17,4.4,17.5,1008.3,1002.8
1484C,113,10.0,0.2,6.1,13.9,17,2.5,18.6,1015.7,1001.3
1484C,113,10.4,0.0,4.3,16.5,29,1.9,6.7,1018.1,1015.7
1484C,113,11.1,0.0,5.5,16.7,06,1.4,6.1,1017.5,1015.3
1484C,113,12.1,0.0,5.8,18.4,06,2.5,6.9,1015.8,1013.4
1484C,113,14.6,0.0,7.9,21.4,05,2.2,7.2,1013.4,1008.3
1484C,113,14.4,0.0,9.8,18.9,08,1.4,6.4,1012.9,1009.2
1484C,113,13.7,0.0,7.1,20.3,24,2.2,7.5,1012.0,1006.2
1484C,113,11.6,11.0,8.2,15.0,20,1.7,8.3,1007.1,1003.6
1484C,113,9.4,0.4,6.0,12.7,99,1.1,5.3,1009.3,1004.1
1484C,113,8.6,0.0,3.5,13.6,22,1.9,6.1,1009.0,1005.6
1484C,113,8.8,0.0,3.3,14.3,20,1.4,6.7,1009.6,1007.1
1484C,113,13.8,0.0,7.6,20.0,22,1.4,8.3,1013.7,1008.8
1484C,113,15.2,0.0,8.4,21.9,22,1.9,6.1,1014.9,1011.9
1484C,113,16.2,0.0,11.4,21.0,12,1.4,5.8,1017.2,1014.6
1484C,113,16.4,0.0,10.4,22.5,99,1.9,6.1,1017.0,1013.8
1484C,113,16.4,0.0,10.3,22.6,06,1.1,6.4,1017.0,1013.5
1484C,113,16.5,0.0,9.5,23.5,23,2.8,6.4,1013.5,1008.8
1484C,113,13.4,0.0,9.9,16.8,22,1.7,10.0,1018.1,1009.5
1484C,113,11.6,0.0,5.8,17.5,06,2.5,6.7,1019.1,1015.5
1484C,113,11.6,1.2,7.0,16.2,22,2.5,7.5,1015.5,1013.3
1484C,113,20.3,0.0,13.1,27.5,22,1.7,7.8,1003.6,1000.6
1484C,113,19.4,0.0,14.2,24.7,22,2.2,7.5,1004.6,1003.1
1484C,113,19.6,0.0,13.7,25.6,25,2.5,7.5,1003.7,1002.6
1484C,113,20.6,0.0,16.4,24.8,22,2.2,9.2,1005.4,1003.1
1484C,113,19.4,0,13.3,25.6,22,2.8,8.3,1005.2,1002.7
1484C,113,20.1,0.4,17.8,22.4,19,1.7,6.7,1003.3,999.5
1484C,113,19.0,16.2,17.5,20.5,19,2.5,8.9,1000.4,998.0
1484C,113,20.2,28.4,17.4,22.9,24,4.4,17.2,998.1,994.8
1484C,113,19.8,0.6,17.4,22.1,22,4.4,13.9,1006.4,997.5
1484C,113,19.0,0.0,15.3,22.8,22,2.5,7.2,1008.4,1006.1
1484C,113,17.0,0.0,12.1,21.9,23,3.1,8.6,1010.4,1006.7
1484C,113,17.0,0.0,11.4,22.7,31,3.1,8.3,1011.3,1008.9
1484C,113,17.5,0.0,10.8,24.2,22,1.9,7.8,1010.3,1007.7
1484C,113,18.8,0.0,14.0,23.5,07,2.2,4.7,1009.5,1007.8
1484C,113,21.0,0.0,14.6,27.4,21,1.7,6.7,1009.5,1006.4
1484C,113,19.2,0.0,13.6,24.8,23,2.5,7.8,1007.0,1005.2
1484C,113,21.3,11.0,17.9,24.7,22,2.5,10.6,1005.6,1000.9
1484C,113,19.5,0.0,14.9,24.1,33,2.2,8.1,1007.1,999.1
1484C,113,19.0,0.0,13.7,24.4,33,3.6,11.7,1007.5,1005.2
1484C,113,20.8,0.0,14.0,27.7,34,2.8,8.6,1008.3,1005.5
1484C,113,23.0,0.0,15.7,30.4,30,1.9,8.9,1006.5,1004.7
1484C,113,23.2,0.0,14.1,32.4,21,1.7,5.0,1005.9,1003.1
1484C,113,23.3,0.0,17.9,28.7,22,1.7,6.4,1005.2,1002.4
1484C,113,20.2,0.0,16.2,24.2,99,1.7,6.7,1006.2,1003.9
1484C,113,20.7,0.0,15.1,26.3,99,2.2,6.4,1003.9,999.5
1484C,113,22.4,0.0,16.7,28.0,22,1.9,7.8,1002.2,999.6
1484C,113,19.8,0.0,16.1,23.5,22,2.2,7.5,1005.1,1001.9
1484C,113,19.6,0.0,15.7,23.6,21,1.9,6.7,1006.2,1004.3
1484C,113,18.8,0.0,12.5,25.2,21,1.7,7.5,1006.8,1005.6
1484C,113,20.0,0.0,15.2,24.8,23,2.2,6.7,1006.6,1004.5
1484C,113,21.0,0.0,15.0,26.9,32,2.2,9.4,1005.4,1003.5
1484C,113,19.6,0.0,14.8,24.4,04,4.2,15.0,1006.1,1004.0
1484C,113,23.8,0.0,16.3,31.3,35,2.2,10.8,1005.5,1003.0
1484C,113,24.6,0.0,16.6,32.5,23,1.4,6.7,1007.0,1005.0
1484C,113,22.0,0.0,15.4,28.7,01,3.3,12.8,1009.7,1005.6
1484C,113,20.6,0.0,15.4,25.8,02,4.7,15.0,1010.5,1007.3
1484C,113,20.8,0.0,13.9,27.6,99,2.8,9.4,1008.8,1005.5
1484C,113,20.4,0.0,13.1,27.6,02,2.8,11.1,1008.6,1005.3
1484C,113,21.4,0.0,13.3,29.5,04,2.5,9.2,1005.6,1003.1
1484C,113,17.6,0.8,11.6,23.7,26,2.8,8.9,1008.8,1003.8
1484C,113,15.8,0.0,10.2,21.3,30,4.2,11.1,1013.3,1008.5
1484C,113,19.6,0.0,12.4,26.8,33,2.8,9.4,1013.6,1010.5
1484C,113,20.8,0.0,12.8,28.7,22,1.9,6.4,1014.0,1011.2
1484C,113,24.8,0.0,15.8,33.8,31,2.8,8.6,1011.3,1006.4
1484C,113,24.0,0.0,17.6,30.3,30,1.9,6.1,1009.5,1005.3
1484C,113,24.4,0.0,18.4,30.5,31,1.9,6.9,1007.1,1003.7
1484C,113,21.7,0,16.7,26.7,20,1.7,7.8,1005.2,1003.8
1484C,113,20.2,0.0,15.6,24.8,20,1.7,6.9,1003.8,1002.0
1484C,113,19.5,0.0,14.9,24.1,21,1.7,7.2,1004.3,1002.0
1484C,113,17.8,0.2,13.8,21.7,22,1.9,7.2,1004.6,1002.2
1484C,113,17.8,1.4,14.9,20.7,21,1.4,6.7,1002.2,996.7
1484C,113,16.7,18.6,15.0,18.4,22,3.3,10.3,996.9,992.8
1484C,113,17.2,0.2,14.1,20.2,22,3.1,10.3,1005.5,996.9
1484C,113,17.6,25.0,15.3,20.0,19,2.8,13.6,1006.2,1003.0
1484C,113,17.8,1.0,15.2,20.3,17,3.3,12.5,1008.1,1002.0
1484C,113,17.4,0,14.6,20.2,22,2.2,7.8,1008.8,1006.9
1484C,113,18.0,4.2,14.8,21.3,99,2.2,8.3,1008.7,1006.5
1484C,113,16.6,7.2,12.9,20.2,22,1.4,6.1,1009.6,1006.8
1484C,113,15.5,0.4,10.1,20.9,22,2.5,6.1,1009.4,1005.9
1484C,113,15.2,24.0,12.0,18.5,99,0.8,3.6,1006.8,1005.1
1484C,113,19.0,5.6,17.6,20.3,22,1.7,6.7,1005.5,1002.6
1484C,113,18.2,0,15.6,20.8,21,2.2,8.3,1007.8,1001.7
1484C,113,16.6,0.0,12.8,20.5,99,1.4,4.7,1009.4,1006.9
1484C,113,14.8,5.6,10.0,19.6,06,1.4,4.7,1008.9,1006.5
1484C,113,16.6,0.0,12.3,20.9,32,1.9,5.0,1007.2,1004.8
1484C,113,16.4,0.1,12.0,20.9,21,0.8,6.1,1008.9,1004.5
1484C,113,18.4,0.0,13.5,23.3,99,1.1,4.7,1010.2,1007.6
1484C,113,17.2,0.0,11.1,23.3,06,2.2,5.3,1008.8,1007.0
1484C,113,15.5,4.2,11.8,19.2,32,1.9,6.9,1009.6,1005.7
1484C,113,15.5,0.0,10.2,20.8,99,1.9,6.7,1010.9,1008.9
1484C,113,17.0,0.0,10.2,23.9,30,2.2,7.2,1009.8,1004.3
1484C,113,15.8,0.0,11.2,20.3,22,1.7,5.8,1004.9,1001.5
1484C,113,16.0,13.2,12.5,19.6,18,2.5,12.2,1001.5,995.6
1484C,113,15.0,35.4,12.5,17.5,16,1.4,14.2,998.5,993.1
1484C,113,13.0,12.8,10.2,15.9,28,2.2,11.9,1005.7,992.8
1484C,113,12.8,14.2,9.2,16.4,16,3.3,11.1,1006.4,1003.2
1484C,113,15.5,33.0,14.1,16.9,16,3.6,14.2,1003.3,998.1
1484C,113,14.3,3.2,12.2,16.4,22,1.1,7.8,1004.2,999.6
1484C,113,14.8,43.0,12.2,17.3,22,1.9,10.6,1004.1,996.8
1484C,113,12.4,24.2,10.4,14.3,30,1.4,8.3,996.8,989.8
1484C,113,11.7,0.2,7.7,15.7,21,0.8,8.3,1004.7,995.6
1484C,113,11.3,0,6.9,15.7,30,1.1,5.8,1006.0,1003.6
1484C,113,12.2,0.0,6.1,18.2,33,2.2,8.6,1005.3,1001.1
1484C,113,13.8,2.2,10.0,17.6,32,2.5,7.5,1002.3,998.3
1484C,113,13.6,22.8,10.9,16.2,18,1.9,7.8,1008.6,1002.0
1484C,113,15.8,0.0,11.3,20.2,17,2.5,8.3,1008.5,1004.3
1484C,113,16.0,0.0,11.1,20.9,22,1.9,8.3,1006.2,1003.2
1484C,113,17.0,0.0,13.9,20.2,06,1.1,4.2,1005.6,1002.1
1484C,113,16.4,6.2,14.2,18.7,13,1.9,10.0,1003.6,1000.8
1484C,113,16.8,5.9,15.4,18.3,12,1.4,6.9,1005.4,1001.7
1484C,113,17.7,8.8,16.5,18.9,16,1.4,8.3,1009.7,1004.0
1484C,113,17.4,19.4,16.0,18.7,22,1.4,8.3,1010.2,1008.7
1484C,113,17.5,27.6,16.5,18.5,21,4.4,15.0,1009.0,999.1
1484C,113,15.2,16.4,13.5,16.9,20,2.5,18.6,999.1,990.1
1484C,113,13.4,45.0,11.3,15.6,20,2.8,18.6,998.6,990.5
1484C,113,12.2,18.3,9.4,15.0,21,3.1,14.2,0,0
1484C,113,12.2,0.6,9.4,14.9,0,0,0,0,0
1484C,113,11.4,6.3,9.2,13.5,31,1.4,11.1,1006.7,999.7
1484C,113,8.8,14.0,5.9,11.6,30,2.2,12.8,1003.9,1001.3
1484C,113,9.2,11.0,4.7,13.6,0,0,0,1011.0,1003.9
1484C,113,10.4,11.1,6.4,14.5,0,0,0,1011.0,1006.8
1484C,113,8.7,11.1,7.2,10.2,0,0,0,1011.3,1007.8
1484C,113,11.4,0.4,8.1,14.7,0,0,0,1010.0,1005.8
1484C,113,11.4,65.0,7.7,15.2,23,3.1,11.9,1009.2,994.7
1484C,113,12.6,8.8,10.0,15.2,27,1.7,14.7,1003.9,994.7
1484C,113,8.8,7.2,6.0,11.5,31,3.9,19.7,998.0,990.3
1484C,113,7.4,2.6,3.9,10.8,29,1.9,11.1,1002.3,997.0
1484C,113,7.2,5.6,3.3,11.0,17,1.9,5.8,1005.5,1002.0
1484C,113,10.6,1.7,8.1,13.0,29,1.9,7.5,1003.1,1000.2
1484C,113,9.6,0.2,5.9,13.3,99,0.8,5.3,1007.2,1003.1
1484C,113,7.4,9.5,5.2,9.6,06,0.6,4.4,1005.3,997.3
1484C,113,8.1,25.1,6.2,10.0,13,1.7,7.2,997.3,990.6
1484C,113,10.0,19.2,6.6,13.5,19,1.9,8.3,993.0,986.3
1484C,113,11.7,30.5,9.1,14.3,26,5.8,19.2,986.3,972.1
1484C,113,10.5,0.2,7.3,13.7,29,1.7,10.0,1001.0,983.9
1484C,113,11.2,11.4,7.2,15.3,17,2.2,15.3,1001.3,994.0
1484C,113,14.0,2.9,12.5,15.4,16,3.6,13.3,1000.9,996.6
1484C,113,14.1,15.1,11.7,16.5,22,4.7,20.0,996.6,988.2
1484C,113,12.6,9.7,11.7,13.5,23,2.2,13.9,998.4,994.5
1484C,113,13.6,10.8,11.9,15.2,19,3.9,16.1,1002.9,995.9
1484C,113,13.8,0.0,10.8,16.9,22,1.1,10.8,1006.6,1002.1
1484C,113,12.8,21.4,10.1,15.4,22,4.2,14.7,1003.4,995.1
1484C,113,11.0,0.0,8.1,13.9,02,3.1,10.6,1006.2,991.1
1484C,113,10.2,0.0,7.2,13.1,03,3.1,13.3,1008.2,1005.5
1484C,113,7.6,0.0,3.1,12.2,04,0.8,5.8,1007.1,1001.0
1484C,113,7.0,0.0,1.8,12.3,07,1.7,6.1,1004.4,999.4
1484C,113,10.8,0.0,6.2,15.3,03,2.8,8.6,1009.6,1004.0
1484C,113,10.3,0.0,7.0,13.6,06,0.8,4.7,1011.3,1008.7
1484C,113,9.0,7.2,6.4,11.7,08,1.1,4.7,1012.1,1010.1
1484C,113,9.8,7.2,6.4,13.3,08,0.8,4.4,1017.8,1010.2
1484C,113,9.4,0.0,5.9,12.8,08,1.1,5.8,1020.5,1017.4
1484C,113,8.4,17.4,4.9,11.8,12,1.9,6.1,1018.4,1009.6
1484C,113,9.2,6.8,6.4,12.1,31,1.4,10.3,1016.4,1009.0
1484C,113,11.8,86.0,10.4,13.3,21,5.3,14.2,1012.4,1002.1
1484C,113,12.4,8.4,11.7,13.2,22,3.6,11.7,1007.0,1003.8
1484C,113,13.0,51.6,11.8,14.3,17,3.3,14.2,1005.5,997.9
1484C,113,11.5,13.0,8.9,14.1,16,1.9,15.3,997.9,989.7
1484C,113,7.2,6.4,5.5,9.0,34,1.4,6.4,989.7,982.8
1484C,113,7.0,0,2.9,11.1,12,2.2,7.5,997.1,987.6
1484C,113,12.0,88.8,8.8,15.1,17,6.4,20.3,996.5,987.3
1484C,113,11.3,23.8,8.0,14.6,24,4.2,25.8,988.6,975.8
1484C,113,10.6,22.2,9.0,12.2,22,3.1,15.0,987.4,980.2
1484C,113,13.0,16.0,10.3,15.6,20,8.9,25.3,997.6,981.9
1484C,113,11.8,2.0,9.0,14.6,21,5.8,23.3,1011.4,997.4
1484C,113,11.8,6.8,8.9,14.7,18,1.9,8.9,1012.5,1010.8
1484C,113,14.7,0.8,11.7,17.7,18,1.4,6.4,1013.4,1008.9
1484C,113,15.1,2.0,10.4,19.8,22,2.5,14.2,1013.0,1004.7
1484C,113,9.5,0.0,4.9,14.1,08,1.7,4.4,1017.6,1012.9
1484C,113,8.4,0.0,2.8,14.0,06,0.8,5.3,1016.4,1013.2
1484C,113,11.6,0.0,5.6,17.6,07,1.1,5.8,1015.2,1013.3
1484C,113,13.0,0.0,7.7,18.2,05,1.1,5.8,1016.0,1013.8
1484C,113,11.0,0.0,6.6,15.5,23,0.8,6.7,1019.2,1015.6
1484C,113,9.4,0.0,4.6,14.2,08,1.7,6.7,1020.0,1017.4
1484C,113,5.0,0.0,0.5,9.5,05,1.1,5.8,1019.1,1016.4
1484C,113,6.5,1.4,2.8,10.2,13,1.4,8.6,1017.3,1014.9
1484C,113,10.2,6.2,6.6,13.7,08,0.6,4.2,1022.2,1016.6
1484C,113,8.8,0.0,4.2,13.5,06,0.8,4.7,1022.9,1019.3
1484C,113,7.7,0.0,2.6,12.8,06,0.8,6.1,1020.0,1014.9
1484C,113,7.0,0.0,2.5,11.4,06,0.8,6.1,1018.8,1014.6
1484C,113,7.8,0.0,2.9,12.7,05,1.9,5.6,1020.4,1018.3
1484C,113,10.2,1.8,7.8,12.5,99,0.6,3.6,1018.6,1014.4
1484C,113,9.8,2.6,6.1,13.5,23,4.7,13.3,1017.5,1011.3
1484C,113,8.5,0.0,4.0,13.0,32,1.4,5.8,1021.0,1017.1
1484C,113,8.2,0.0,3.3,13.1,06,1.4,5.3,1019.7,1017.1
1484C,113,7.8,0.0,2.6,13.0,05,1.1,6.4,1019.5,1014.7
1484C,113,8.8,1.4,6.9,10.8,16,3.9,13.3,1014.7,1003.8
1484C,113,12.7,26.2,10.5,14.9,99,6.1,17.5,1003.8,997.9
1484C,113,12.4,6.6,9.5,15.2,18,1.4,18.6,1006.0,996.7
1484C,113,12.2,43.6,9.5,14.9,18,3.9,17.8,1009.5,1000.4
1484C,113,9.6,0,7.5,11.6,24,1.1,8.3,1018.4,1009.4
1484C,113,11.5,4.4,9.1,13.9,22,3.1,13.6,1014.5,1007.5
1484C,113,9.4,0.0,6.2,12.7,34,3.9,13.3,1021.6,1012.5
1484C,113,8.0,0.0,5.1,11.0,03,4.7,16.7,1021.4,1012.8
1484C,113,8.8,0.0,5.7,12.0,35,5.3,15.3,1014.7,1007.3
1484C,113,11.4,0.0,7.6,15.2,34,4.2,11.7,1008.4,1003.8
1484C,113,10.4,0.0,6.7,14.0,06,1.4,6.7,1004.3,1001.8
1484C,113,10.7,0.0,5.6,15.8,06,1.7,5.6,1006.3,1003.9
1484C,113,8.8,0.2,4.0,13.7,21,1.7,5.6,1006.7,1002.8
1484C,113,9.9,14.0,6.7,13.1,99,2.5,10.3,1009.2,1005.8
1484C,113,11.8,17.8,10.7,13.0,22,2.2,16.9,1006.5,1002.1
1484C,113,11.3,17.8,9.7,12.9,22,0.6,5.8,1008.3,1005.9
1484C,113,13.2,42.0,12.5,14.0,21,4.2,12.5,1007.8,1005.7
1484C,113,13.4,7.2,12.0,14.7,16,1.9,11.4,1008.6,1004.9
1484C,113,14.2,28.8,12.9,15.4,22,3.3,13.6,1008.5,1003.4
1484C,113,14.9,8.8,13.6,16.2,22,2.5,12.5,1012.2,1006.2
1484C,113,16.7,0.0,13.7,19.7,18,3.1,11.4,1015.2,1011.5
1484C,113,16.6,0.0,11.3,22.0,18,1.7,7.2,1016.8,1013.1
1484C,113,14.4,0.0,10.5,18.3,99,1.9,7.2,1018.8,1015.3
1484C,113,14.4,0.0,9.6,19.1,03,1.1,5.6,1015.3,1007.5
1484C,113,13.5,0.0,8.2,18.8,22,1.9,6.7,1008.1,1005.8
1484C,113,13.0,12.2,10.4,15.6,18,2.2,9.2,1008.6,1007.0
1484C,113,11.4,0.0,8.5,14.2,22,1.4,9.7,1013.1,1007.7
1484C,113,10.9,6.2,8.4,13.4,16,3.3,10.3,1017.1,1012.0
1484C,113,12.8,1.6,11.1,14.4,23,3.6,10.6,1018.9,1016.6
1484C,113,12.8,1.0,10.8,14.8,22,1.1,4.2,1017.7,1012.4
1484C,113,12.6,3.6,8.5,16.7,22,1.9,5.8,1013.4,1007.9
1484C,113,13.2,4.2,11.3,15.0,22,1.9,10.0,1012.4,1007.4
1484C,113,12.9,0.4,10.6,15.2,21,0.8,5.8,1013.0,1010.4
1484C,113,12.0,2.4,9.5,14.4,17,4.4,12.5,1010.9,1008.9
1484C,113,13.8,16.2,12.6,14.9,17,5.6,15.3,1009.8,1007.3
1484C,113,10.0,0.6,5.6,14.4,22,2.5,8.6,1021.8,1009.0
1484C,113,8.4,0.0,3.2,13.6,33,2.2,7.2,1023.2,1020.5
1484C,113,8.8,0.0,2.6,14.9,06,1.4,5.0,1021.4,1012.5
1484C,113,10.2,0.0,3.8,16.6,28,1.7,6.4,1015.2,1010.8
1484C,113,13.2,0.0,6.7,19.8,06,1.1,6.7,1017.1,1013.7
1484C,113,12.6,0.0,5.5,19.8,06,1.7,6.4,1019.8,1016.5
1484C,113,14.1,0.0,7.9,20.3,05,2.2,6.4,1019.8,1016.5
1484C,113,10.8,5.0,6.6,14.9,22,2.2,7.5,1016.5,1012.5
1484C,113,11.0,7.0,8.8,13.3,29,2.2,8.6,1013.6,1010.0
1484C,113,10.9,3.2,8.0,13.8,22,1.9,8.9,1013.9,1010.3
1484C,113,13.2,0.0,10.3,16.2,23,2.8,8.6,1012.4,1009.2
1484C,113,12.5,18.2,7.2,17.8,15,2.8,12.5,1011.6,995.7
1484C,113,11.4,6.0,9.7,13.1,18,4.7,21.1,1000.6,991.9
1484C,113,12.2,29.0,9.7,14.6,21,3.3,29.4,998.8,984.4
1484C,113,22.4,0.0,16.4,28.5,29,3.1,10.6,1008.3,1006.3
1484C,113,21.8,0.0,15.4,28.1,32,3.6,9.7,1008.1,1005.9
1484C,113,19.2,0.0,14.2,24.3,21,2.8,7.5,1007.6,1004.5
1484C,113,23.4,0.0,16.1,30.6,28,2.8,9.7,1005.7,1000.4
1484C,113,21.4,0.0,15.0,27.7,22,2.5,6.7,1000.9,998.9
1484C,113,22.6,0.0,16.4,28.8,21,2.2,6.7,1001.7,998.3
1484C,113,22.8,0.0,17.0,28.7,20,1.9,8.1,1005.6,1001.2
1484C,113,20.6,0.0,16.0,25.1,23,1.7,7.8,1005.8,1003.5
1484C,113,19.2,0.0,16.1,22.2,22,1.7,8.6,1003.9,1001.1
1484C,113,21.3,0.0,15.1,27.5,28,3.1,10.8,1001.1,997.6
1484C,113,21.0,13.8,18.5,23.5,23,1.9,8.6,999.8,996.9
1484C,113,20.0,5.2,16.5,23.6,32,1.9,7.5,1005.4,999.8
1484C,113,20.0,0.0,15.8,24.2,22,2.5,8.3,1005.6,1004.2
1484C,113,18.5,1.4,13.1,23.9,22,2.5,8.6,1005.4,1002.9
1484C,113,17.9,0.6,13.9,21.9,22,3.6,10.8,1004.2,1002.2
1484C,113,19.6,19.0,16.7,22.6,22,3.1,10.3,1003.5,1001.0
1484C,113,19.0,18.0,18.0,20.1,23,2.2,9.2,1002.6,999.9
1484C,113,20.9,3.1,18.5,23.3,0,1.9,0,1001.6,998.4
1484C,113,19.2,27.2,16.4,22.0,22,4.4,15.3,998.4,992.1
1484C,113,19.0,0,15.4,22.5,22,3.1,14.7,998.3,993.5
1484C,113,19.4,2.6,15.7,23.1,25,3.3,7.8,1009.4,998.3
1484C,113,18.9,0.0,13.4,24.4,22,2.2,7.2,1012.2,1009.4
