indicativo,altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,presMax,presMin
1393,50,19.2,0.9,15.4,22.9,19,8.1,14.2,0,0
1393,50,20.4,0.1,16.6,24.1,19,6.1,12.2,0,0
1393,50,18.0,2.2,15.7,20.4,21,7.8,12.5,0,0
1393,50,17.4,0.1,15.7,19.2,03,11.9,17.8,0,0
1393,50,17.6,0.0,16.0,19.1,03,14.7,21.4,0,0
1393,50,17.4,0.0,14.9,20.0,99,7.8,17.8,0,0
1393,50,17.8,0.0,14.6,20.9,01,3.6,10.3,0,0
1393,50,17.4,0.0,15.2,19.6,03,9.4,13.6,0,0
1393,50,17.2,0.0,15.2,19.3,03,10.6,17.8,0,0
1393,50,17.4,0.0,15.6,19.3,03,10.8,17.2,0,0
1393,50,17.3,0.0,15.6,19.0,04,10.6,16.1,0,0
1393,50,17.8,0.0,15.5,20.2,04,10.0,16.7,0,0
1393,50,18.5,0.9,14.8,22.2,21,2.2,6.1,0,0
1393,50,18.5,0.0,15.4,21.6,01,2.5,5.0,0,0
1393,50,18.9,0.0,15.0,22.8,23,5.6,9.7,0,0
1393,50,21.0,1.7,18.1,24.0,23,5.0,8.3,0,0
1393,50,20.0,0.0,16.7,23.4,03,4.4,14.7,0,0
1393,50,17.8,0.0,16.1,19.4,04,11.4,18.6,0,0
1393,50,18.6,0.0,16.2,21.0,03,10.6,16.7,0,0
1393,50,24.0,0.0,16.1,32.0,22,5.6,12.2,0,0
1393,50,19.9,0.0,17.1,22.7,04,1.9,10.8,0,0
1393,50,18.6,0.7,15.3,22.0,04,5.3,10.3,0,0
1393,50,16.6,9.4,16.0,17.3,03,5.6,11.7,0,0
1393,50,18.9,0.2,15.0,22.8,21,4.7,10.8,0,0
1393,50,20.8,0.1,17.3,24.4,17,3.6,7.5,0,0
1393,50,18.3,0.0,14.7,21.9,24,2.2,5.8,0,0
1393,50,18.7,0.0,16.0,21.4,04,3.3,8.1,0,0
1393,50,17.2,0.1,16.1,18.2,03,6.7,13.6,0,0
1393,50,17.0,0.3,15.3,18.8,06,5.8,11.4,0,0
1393,50,17.4,0.0,15.0,19.8,04,7.8,12.2,0,0
1393,50,17.7,0.0,14.8,20.6,03,6.7,13.9,0,0
1393,50,17.2,0.0,14.5,20.0,05,5.8,12.2,0,0
1393,50,16.8,2.2,15.1,18.6,21,7.2,14.4,0,0
1393,50,18.2,0.2,16.3,20.0,25,3.6,7.5,0,0
1393,50,18.6,0.9,16.1,21.0,04,5.3,11.9,0,0
1393,50,17.3,0.0,15.7,18.9,03,9.2,15.3,0,0
1393,50,17.0,0.0,15.1,18.9,04,9.2,14.4,0,0
1393,50,18.2,0.4,14.5,22.0,03,3.3,8.9,0,0
1393,50,17.9,0.1,15.0,20.8,34,3.9,13.1,0,0
1393,50,17.3,0.8,14.9,19.7,21,5.0,10.3,0,0
1393,50,18.4,2.1,15.5,21.3,22,2.8,10.0,0,0
1393,50,18.6,0.2,15.6,21.6,22,5.3,10.3,0,0
1393,50,19.2,0,16.7,21.6,21,5.6,10.0,0,0
1393,50,16.4,2.0,13.3,19.5,01,6.4,13.9,0,0
1393,50,15.8,0.0,12.5,19.2,03,3.1,12.2,0,0
1393,50,16.7,3.7,13.4,20.0,19,5.0,13.6,0,0
1393,50,17.8,0.2,14.8,20.7,21,5.8,10.8,0,0
1393,50,16.8,0.0,13.3,20.3,06,2.5,5.3,0,0
1393,50,17.5,14.5,13.5,21.5,21,1.4,6.1,0,0
1393,50,16.2,2.1,14.0,18.3,03,8.6,12.2,0,0
1393,50,16.4,0.0,14.2,18.5,03,8.1,12.2,0,0
1393,50,17.0,0.0,13.3,20.7,21,6.7,11.4,0,0
1393,50,16.6,2.0,15.3,18.0,17,6.9,20.0,0,0
1393,50,17.0,0.2,13.5,20.6,22,3.6,6.4,0,0
1393,50,16.4,0.0,12.2,20.5,17,4.4,9.7,0,0
1393,50,19.8,0.0,16.9,22.8,19,6.7,11.7,0,0
1393,50,19.4,1.5,16.8,22.0,21,7.8,13.3,0,0
1393,50,15.5,2.1,13.6,17.4,99,4.7,9.2,0,0
1393,50,16.7,1.7,13.2,20.2,19,3.3,7.2,0,0
1393,50,19.0,0.0,16.8,21.3,22,2.2,5.0,0,0
1393,50,18.2,0.3,16.7,19.8,06,4.2,7.5,0,0
1393,50,17.6,0.0,15.5,19.6,03,5.8,11.1,0,0
1393,50,17.9,0.0,16.0,19.8,04,6.9,15.0,0,0
1393,50,17.2,0.0,15.8,18.5,03,10.0,18.1,0,0
1393,50,17.2,0.0,15.6,18.9,04,10.8,20.0,0,0
1393,50,17.6,0.0,14.3,21.0,04,5.6,14.4,0,0
1393,50,15.8,0.0,13.2,18.5,03,9.2,12.5,0,0
1393,50,15.3,0.0,13.1,17.5,03,7.8,13.3,0,0
1393,50,16.8,0.0,12.4,21.3,03,1.9,8.9,0,0
1393,50,17.0,0.0,13.6,20.4,22,4.2,8.3,0,0
1393,50,15.3,0.2,12.8,17.8,03,3.3,6.4,0,0
1393,50,15.9,0.0,13.7,18.1,04,4.7,11.1,0,0
1393,50,17.8,0.0,12.0,23.6,19,3.6,11.7,0,0
1393,50,24.2,0.7,19.9,28.6,19,13.1,24.4,0,0
1393,50,17.0,0.5,13.9,20.0,21,2.8,25.6,0,0
1393,50,15.7,36.7,12.4,19.0,18,8.9,18.9,0,0
1393,50,15.4,0.1,12.0,18.9,19,4.4,11.4,0,0
1393,50,15.1,5.0,13.5,16.7,19,6.9,15.6,0,0
1393,50,17.0,7.0,14.0,19.9,24,10.0,22.8,0,0
1393,50,15.0,0.0,11.9,18.2,26,5.6,11.4,0,0
1393,50,14.2,0.0,10.4,17.9,12,2.2,4.7,0,0
1393,50,14.5,0.0,9.9,19.1,07,2.8,6.7,0,0
1393,50,16.8,0.0,12.0,21.6,99,3.1,7.5,0,0
1393,50,17.9,0.0,12.4,23.4,16,2.8,15.0,0,0
1393,50,19.8,0.0,16.7,22.9,19,5.8,14.7,0,0
1393,50,19.2,0.0,16.2,22.3,08,3.1,8.3,0,0
1393,50,15.9,0.0,14.1,17.7,03,7.2,17.2,0,0
1393,50,15.1,0.0,13.9,16.3,03,12.8,22.8,0,0
1393,50,14.8,0.0,13.7,15.9,04,10.8,21.9,0,0
1393,50,13.9,0.0,9.9,17.9,03,1.7,12.8,0,0
1393,50,16.4,36.0,15.3,17.4,19,7.8,13.9,0,0
1393,50,15.4,7.0,12.7,18.1,19,7.5,13.9,0,0
1393,50,15.6,17.6,12.6,18.5,19,4.7,10.6,0,0
1393,50,14.6,1.3,12.4,16.8,01,5.3,18.1,0,0
1393,50,13.4,0.2,11.4,15.5,01,5.0,12.5,0,0
1393,50,12.6,0.0,10.1,15.0,03,5.6,9.2,0,0
1393,50,11.6,2.2,9.4,13.9,36,7.8,15.0,0,0
1393,50,13.0,3.3,11.5,14.4,01,8.1,14.7,0,0
1393,50,12.5,2.1,10.9,14.1,03,4.2,14.2,0,0
1393,50,13.8,0.0,12.8,14.9,03,7.2,12.8,0,0
1393,50,14.2,0.2,12.6,15.8,03,3.3,8.3,0,0
1393,50,14.0,2.3,12.6,15.3,04,2.2,6.9,0,0
1393,50,12.0,0.0,10.2,13.7,03,10.6,17.2,0,0
1393,50,10.8,0.0,7.6,14.1,03,5.0,13.6,0,0
1393,50,13.1,0.0,9.3,16.9,23,3.9,7.5,0,0
1393,50,11.6,0.0,8.5,14.7,03,4.2,12.2,0,0
1393,50,12.9,0.0,10.7,15.1,04,6.4,11.9,0,0
1393,50,12.8,0.0,10.1,15.4,03,5.0,9.4,0,0
1393,50,14.4,0.0,10.9,17.9,12,1.9,4.7,0,0
1393,50,14.0,0.0,10.6,17.3,17,4.2,9.7,0,0
1393,50,15.8,0.0,12.3,19.2,19,7.5,18.1,0,0
1393,50,14.8,32.3,13.7,15.8,21,16.7,31.7,0,0
1393,50,15.0,14.0,13.0,16.9,21,9.7,17.8,0,0
1393,50,12.4,14.8,10.7,14.1,03,2.8,15.8,0,0
1393,50,10.6,0.0,8.9,12.4,03,12.5,20.6,0,0
1393,50,10.2,0.0,6.9,13.6,03,4.7,14.4,0,0
1393,50,0,0.0,0,0,12,1.7,5.8,0,0
1393,50,10.2,1.6,6.2,14.3,04,3.1,13.3,0,0
1393,50,8.8,1.2,6.1,11.5,01,9.2,18.6,0,0
1393,50,8.7,1.0,5.7,11.7,99,5.3,11.7,0,0
1393,50,10.0,1.5,8.1,11.8,03,10.3,19.2,0,0
1393,50,9.1,0.3,6.4,11.8,03,6.4,15.0,0,0
1393,50,9.7,0.0,6.7,12.7,05,4.2,10.6,0,0
1393,50,10.5,0.0,7.3,13.7,10,3.3,7.5,0,0
1393,50,10.4,0.0,6.7,14.2,12,2.8,7.5,0,0
1393,50,10.4,0.2,7.3,13.6,17,7.5,14.2,0,0
1393,50,12.7,16.8,11.0,14.4,18,7.2,19.7,0,0
1393,50,12.3,8.6,10.6,14.0,04,5.6,12.5,0,0
1393,50,12.6,5.5,10.5,14.7,21,7.2,14.2,0,0
1393,50,11.5,34.2,8.3,14.7,24,15.6,27.5,0,0
1393,50,9.0,2.6,7.4,10.7,01,10.6,21.7,0,0
1393,50,10.5,1.0,8.5,12.5,17,5.6,14.4,0,0
1393,50,13.0,7.3,11.7,14.3,21,9.4,16.1,0,0
1393,50,12.7,1.8,11.4,14.0,28,3.9,10.6,0,0
1393,50,10.8,2.8,9.3,12.4,01,6.7,15.0,0,0
1393,50,9.6,0.3,6.8,12.5,03,5.8,12.8,0,0
1393,50,9.3,0.0,5.7,12.9,10,2.5,6.4,0,0
1393,50,10.6,1.5,6.7,14.5,01,1.9,8.1,0,0
1393,50,11.6,0.1,10.0,13.2,03,6.9,13.9,0,0
1393,50,9.8,0.0,6.7,12.8,99,4.4,9.2,0,0
1393,50,11.8,0.0,8.4,15.3,10,2.2,6.1,0,0
1393,50,11.0,0.0,9.3,12.7,03,7.8,13.9,0,0
1393,50,10.8,0.0,8.7,12.8,05,6.7,12.8,0,0
1393,50,12.2,0.0,8.8,15.5,21,5.8,10.3,0,0
1393,50,11.2,9.4,9.1,13.3,20,12.2,25.6,0,0
1393,50,11.0,9.2,8.8,13.1,28,13.9,25.3,0,0
1393,50,11.2,4.0,9.7,12.6,30,6.1,18.3,0,0
1393,50,12.5,5.8,11.4,13.6,21,4.7,12.8,0,0
1393,50,14.3,0.0,13.2,15.4,21,8.9,20.3,0,0
1393,50,14.8,11.2,13.8,15.9,19,13.6,23.6,0,0
1393,50,11.8,14.9,9.2,14.5,19,11.9,26.4,0,0
1393,50,13.0,2.4,12.2,13.7,21,11.9,20.3,0,0
1393,50,14.0,1.8,13.4,14.6,21,10.6,17.5,0,0
1393,50,14.0,0.8,13.8,14.3,21,9.4,15.0,0,0
1393,50,13.8,40.6,13.0,14.6,21,15.0,22.8,0,0
1393,50,9.1,4.8,4.6,13.6,24,6.9,23.6,0,0
1393,50,7.4,4.8,4.5,10.4,03,1.1,18.6,0,0
1393,50,9.2,3.7,7.0,11.3,03,15.0,23.3,0,0
1393,50,11.2,5.2,9.6,12.9,03,3.1,15.0,0,0
1393,50,11.8,8.1,9.4,14.3,19,9.7,24.2,0,0
1393,50,9.4,16.0,6.7,12.0,25,13.1,28.3,0,0
1393,50,9.6,0.1,7.0,12.2,30,5.0,20.0,0,0
1393,50,9.6,7.5,7.2,12.0,19,9.4,20.3,0,0
1393,50,10.0,7.9,7.4,12.7,17,4.2,16.4,0,0
1393,50,9.2,2.0,6.5,12.0,26,2.2,7.8,0,0
1393,50,9.8,5.8,6.8,12.9,22,9.4,16.7,0,0
1393,50,12.6,1.0,11.9,13.2,23,7.2,13.9,0,0
1393,50,11.4,0.0,10.0,12.9,32,3.6,11.1,0,0
1393,50,11.4,2.2,10.0,12.9,26,4.2,7.8,0,0
1393,50,11.8,0.0,9.7,14.0,34,4.4,11.4,0,0
1393,50,11.9,1.2,10.4,13.4,22,8.3,13.3,0,0
1393,50,12.6,1.8,11.9,13.2,21,6.7,10.6,0,0
1393,50,12.8,1.6,11.8,13.8,23,6.9,11.4,0,0
1393,50,13.2,0.0,11.8,14.5,21,6.1,12.2,0,0
1393,50,11.9,17.6,10.5,13.3,19,9.4,18.9,0,0
1393,50,10.2,1.8,8.2,12.1,33,5.6,15.8,0,0
1393,50,10.0,0.2,8.3,11.8,01,8.6,17.5,0,0
1393,50,11.4,0.7,10.1,12.6,03,3.6,10.6,0,0
1393,50,11.2,0.0,9.0,13.3,03,9.4,13.6,0,0
1393,50,13.0,0.0,9.3,16.7,03,3.6,13.6,0,0
1393,50,10.2,0.0,8.2,12.2,04,8.1,12.5,0,0
1393,50,10.6,0.9,8.8,12.5,34,3.6,15.3,0,0
1393,50,0,3.0,0,0,01,11.9,24.2,0,0
1393,50,0,2.3,0,0,03,8.3,21.4,0,0
1393,50,0,14.4,0,0,35,8.6,17.8,0,0
1393,50,0,13.1,0,0,03,11.7,24.2,0,0
1393,50,0,0.2,0,0,03,18.1,26.1,0,0
1393,50,0,13.8,0,0,03,12.5,27.5,0,0
1393,50,0,4.3,0,0,03,13.9,26.7,0,0
1393,50,0,3.6,0,0,18,5.0,14.2,0,0
1393,50,0,0.2,0,0,36,10.3,16.4,0,0
1393,50,0,4.6,0,0,19,3.9,9.2,0,0
1393,50,0,9.5,0,0,02,6.7,14.2,0,0
1393,50,0,18.2,0,0,21,3.9,19.2,0,0
1393,50,0,26.6,0,0,22,8.9,23.6,0,0
1393,50,0,2.3,0,0,21,13.1,20.3,0,0
1393,50,0,16.1,0,0,99,9.4,16.9,0,0
1393,50,0,24.6,0,0,02,3.1,8.6,0,0
1393,50,0,0.0,0,0,02,6.7,9.7,0,0
1393,50,0,0.0,0,0,04,4.4,7.8,0,0
1393,50,0,0.0,0,0,99,6.7,12.2,0,0
1393,50,0,0.0,0,0,03,10.6,18.6,0,0
1393,50,0,0.0,0,0,03,10.8,20.6,0,0
1393,50,0,0.0,0,0,04,5.6,15.3,0,0
1393,50,0,0.0,0,0,15,3.6,8.9,0,0
1393,50,0,0.0,0,0,12,2.8,6.7,0,0
1393,50,0,0.0,0,0,12,3.3,8.3,0,0
1393,50,10.0,0.0,6.3,13.6,04,6.1,18.3,0,0
1393,50,5.9,1.2,3.6,8.2,03,12.5,21.9,0,0
1393,50,4.4,17.7,1.3,7.6,04,5.0,20.0,0,0
1393,50,8.2,7.7,5.5,11.0,36,9.2,17.8,0,0
1393,50,17.6,0.0,15.9,19.4,04,9.7,16.7,0,0
1393,50,19.6,0.0,16.4,22.8,04,4.7,11.9,0,0
1393,50,18.2,0.0,15.6,20.9,04,10.0,16.4,0,0
1393,50,18.9,0.0,17.4,20.4,04,10.6,16.4,0,0
1393,50,21.8,0.0,16.5,27.0,03,2.2,9.7,0,0
1393,50,18.7,0.2,15.4,22.0,21,7.5,11.9,0,0
1393,50,17.9,0.0,15.0,20.8,34,1.9,10.8,0,0
1393,50,17.6,4.5,14.3,20.8,01,4.4,11.7,0,0
1393,50,17.2,0.0,14.6,19.7,99,3.6,6.1,0,0
1393,50,16.6,0.0,13.9,19.3,04,5.8,9.4,0,0
1393,50,17.4,0.0,14.2,20.7,03,3.9,8.1,0,0
1393,50,18.2,1.7,16.0,20.4,21,5.6,10.8,0,0
1393,50,18.1,0.0,15.8,20.4,04,2.8,10.0,0,0
1393,50,18.2,0.0,16.4,19.9,04,10.8,19.2,0,0
1393,50,18.8,0,16.2,21.3,04,9.4,16.1,0,0
1393,50,17.8,0.0,15.2,20.4,02,6.4,12.2,0,0
1393,50,16.3,0.0,14.7,17.9,04,12.8,21.1,0,0
1393,50,18.2,0.0,16.3,20.0,04,9.4,17.5,0,0
1393,50,18.6,0.0,16.0,21.1,04,9.2,17.8,0,0
1393,50,17.5,0.0,14.9,20.1,03,10.3,15.8,0,0
1393,50,17.4,0.0,14.2,20.6,04,4.4,13.3,0,0
1393,50,17.6,0.0,14.4,20.7,04,3.6,14.2,0,0
1393,50,17.3,0.0,14.8,19.8,03,9.2,14.7,0,0
1393,50,16.6,0.0,14.2,19.1,04,8.3,15.3,0,0
1393,50,16.6,0.0,13.9,19.2,03,4.7,9.7,0,0
1393,50,17.8,0.0,13.9,21.6,04,2.2,6.1,0,0
1393,50,17.5,0.0,15.8,19.2,05,7.2,17.5,0,0
1393,50,19.0,0.0,15.0,23.1,23,3.1,11.1,0,0
1393,50,16.4,0.0,14.5,18.3,04,8.6,13.1,0,0
1393,50,18.0,0.0,16.2,19.8,03,8.9,15.3,0,0
1393,50,18.7,0.0,15.3,22.1,04,5.6,13.9,0,0
1393,50,21.7,2.9,15.4,28.0,08,1.1,7.8,0,0
1393,50,17.6,0.0,15.6,19.6,04,9.7,21.1,0,0
1393,50,17.3,0.0,15.4,19.2,03,10.8,22.8,0,0
1393,50,16.2,0.0,14.6,17.8,03,9.4,17.5,0,0
1393,50,16.6,0.0,14.7,18.5,03,12.5,20.0,0,0
1393,50,17.4,0.0,15.5,19.4,06,8.3,18.1,0,0
1393,50,18.2,0.0,13.6,22.9,04,1.4,9.4,0,0
1393,50,16.2,0.3,13.1,19.4,02,4.7,8.9,0,0
1393,50,15.4,0.1,12.8,18.1,04,5.3,10.8,0,0
1393,50,15.2,0.0,12.5,17.9,04,6.9,11.4,0,0
1393,50,17.0,0.0,14.7,19.2,02,6.9,12.2,0,0
1393,50,16.6,0.0,14.4,18.8,04,8.3,16.7,0,0
1393,50,16.7,0.0,15.4,18.0,04,11.9,19.7,0,0
1393,50,16.6,0.0,14.3,18.8,04,5.3,10.8,0,0
1393,50,16.8,0.0,14.4,19.3,03,4.7,13.6,0,0
1393,50,16.0,0.0,12.2,19.7,21,7.2,14.2,0,0
1393,50,18.9,0.0,15.7,22.1,22,4.2,7.8,0,0
1393,50,18.8,0.1,15.2,22.4,21,5.8,9.2,0,0
1393,50,18.0,5.1,13.5,22.4,21,6.7,11.9,0,0
1393,50,17.7,2.1,16.0,19.4,21,2.8,9.7,0,0
1393,50,18.7,0.0,15.6,21.8,14,3.1,5.0,0,0
1393,50,19.0,0.1,16.6,21.4,03,3.3,15.8,0,0
1393,50,15.8,0.0,14.4,17.1,03,16.4,24.2,0,0
1393,50,16.0,0.0,14.1,18.0,04,10.0,17.5,0,0
1393,50,20.2,0.0,14.5,26.0,05,1.9,11.4,0,0
1393,50,18.4,0.0,15.2,21.7,22,4.7,10.0,0,0
1393,50,16.2,0.1,13.9,18.6,04,3.3,7.5,0,0
1393,50,14.6,0.0,13.0,16.3,19,1.4,5.0,0,0
1393,50,15.2,0.0,13.0,17.5,03,11.4,18.3,0,0
1393,50,15.4,0.0,14.2,16.6,03,13.6,21.9,0,0
1393,50,14.8,0.0,12.7,17.0,03,8.3,19.4,0,0
1393,50,19.6,0.0,13.2,26.1,11,1.7,7.5,0,0
1393,50,19.2,0.0,15.0,23.3,22,2.2,5.6,0,0
1393,50,16.1,0.2,11.8,20.4,22,4.4,8.1,0,0
1393,50,14.4,1.1,12.6,16.2,36,7.2,15.6,0,0
1393,50,14.1,0.0,12.5,15.7,03,10.8,17.8,0,0
1393,50,14.6,0.0,11.1,18.1,03,6.4,14.7,0,0
1393,50,17.4,0.0,13.6,21.2,13,1.7,8.6,0,0
1393,50,0,0,0,0,19,8.3,24.2,0,0
1393,50,16.0,0.8,13.1,18.9,20,9.4,23.9,0,0
1393,50,17.0,9.9,15.9,18.1,18,15.0,25.0,0,0
1393,50,16.0,22.0,11.9,20.2,19,11.4,23.9,0,0
1393,50,14.0,19.8,11.6,16.5,19,6.1,19.7,0,0
1393,50,15.7,0.4,12.7,18.7,19,3.3,24.7,0,0
1393,50,14.4,0.0,11.9,17.0,03,3.3,6.1,0,0
1393,50,13.0,20.0,11.9,14.1,03,8.9,21.4,0,0
1393,50,14.8,0.0,13.7,16.0,03,13.6,20.8,0,0
1393,50,15.3,0.0,14.3,16.3,04,13.3,22.2,0,0
1393,50,15.8,0.0,14.6,17.1,03,10.0,19.4,0,0
1393,50,16.0,0.0,13.4,18.7,05,5.3,13.9,0,0
1393,50,15.6,0.0,13.9,17.3,03,12.5,26.1,0,0
1393,50,16.0,0.0,13.5,18.5,03,6.1,19.7,0,0
1393,50,16.8,0.0,13.4,20.1,13,1.4,6.1,0,0
1393,50,14.8,0.0,12.1,17.4,11,0.8,4.7,0,0
1393,50,14.0,0.0,12.4,15.6,03,10.8,21.1,0,0
1393,50,9.4,18.0,6.0,12.7,02,11.4,25.3,0,0
1393,50,8.7,7.6,6.0,11.4,04,14.2,27.5,0,0
1393,50,10.4,22.5,7.4,13.3,18,5.0,19.7,0,0
1393,50,11.5,0.9,8.7,14.3,34,5.3,22.2,0,0
1393,50,10.7,2.6,9.0,12.4,17,3.3,8.9,0,0
1393,50,12.0,5.3,9.6,14.3,21,7.5,13.9,0,0
1393,50,13.6,0.3,12.7,14.6,24,1.7,5.6,0,0
1393,50,13.4,3.7,11.7,15.2,19,2.5,9.4,0,0
1393,50,12.0,54.2,10.7,13.2,18,8.3,21.1,0,0
1393,50,11.2,9.7,9.3,13.2,36,7.5,17.2,0,0
1393,50,12.2,60.8,10.3,14.2,19,14.4,30.0,0,0
1393,50,12.8,5.3,10.6,15.1,24,8.3,20.0,0,0
1393,50,0,24.9,0,0,18,11.4,20.8,0,0
1393,50,0,37.2,0,0,21,15.6,27.2,0,0
1393,50,14.1,2.0,12.0,16.2,21,12.8,21.1,0,0
1393,50,12.6,0.0,10.5,14.7,22,5.8,19.2,0,0
1393,50,12.0,1.7,9.2,14.7,18,4.4,8.3,0,0
1393,50,10.8,0.0,7.5,14.2,12,1.9,6.4,0,0
1393,50,14.2,0.0,9.3,19.0,19,5.0,9.7,0,0
1393,50,16.4,0.0,13.7,19.2,11,2.2,7.8,0,0
1393,50,17.4,0.0,14.2,20.7,18,5.6,9.7,0,0
1393,50,16.9,0.0,13.9,19.9,16,3.9,8.9,0,0
1393,50,13.6,0.1,11.6,15.5,04,4.2,14.7,0,0
1393,50,12.8,11.6,10.2,15.3,17,1.1,8.3,0,0
1393,50,10.2,2.4,8.3,12.0,03,8.9,15.0,0,0
1393,50,10.6,18.3,8.3,12.9,20,8.1,16.1,0,0
1393,50,10.1,14.6,8.0,12.2,23,5.6,18.6,0,0
1393,50,10.8,3.8,7.8,13.7,24,8.3,15.8,0,0
1393,50,10.4,97.4,8.7,12.1,04,6.9,17.5,0,0
1393,50,8.4,26.1,5.9,11.0,99,3.3,22.5,0,0
1393,50,12.4,0.0,10.5,14.4,28,5.0,26.1,0,0
1393,50,13.2,0.0,11.8,14.6,19,11.9,20.8,0,0
1393,50,12.8,0,12.0,13.5,18,14.7,28.3,0,0
1393,50,0,0.0,0,0,0,0,0,0,0
1393,50,13.2,0.1,11.3,15.0,21,6.7,15.0,0,0
1393,50,13.7,1.4,13.0,14.4,19,12.8,21.1,0,0
1393,50,14.2,24.7,13.7,14.7,22,13.9,23.1,0,0
1393,50,14.4,8.7,13.7,15.1,21,8.9,21.7,0,0
1393,50,13.6,0.0,12.1,15.0,18,6.4,13.9,0,0
1393,50,13.6,1.3,12.5,14.7,20,10.0,18.6,0,0
1393,50,13.2,0.2,11.4,15.1,21,6.7,13.1,0,0
1393,50,12.4,1.8,10.7,14.0,21,7.5,17.2,0,0
1393,50,12.0,1.9,9.7,14.2,21,6.7,13.1,0,0
1393,50,12.0,0.0,10.3,13.6,99,4.4,9.7,0,0
1393,50,12.2,0.0,9.2,15.3,03,3.3,8.6,0,0
1393,50,11.6,3.7,8.1,15.2,22,5.8,12.8,0,0
1393,50,10.6,19.2,7.3,13.8,19,8.9,25.8,0,0
1393,50,10.6,5.6,8.7,12.5,26,7.2,21.9,0,0
1393,50,11.4,13.2,9.3,13.5,20,8.3,16.7,0,0
1393,50,12.6,17.4,10.9,14.3,21,11.9,25.8,0,0
1393,50,10.6,4.0,8.4,12.7,27,10.3,21.7,0,0
1393,50,12.2,4.9,11.4,12.9,20,10.8,25.8,0,0
1393,50,11.0,47.6,9.2,12.8,20,14.4,32.2,0,0
1393,50,11.2,0.6,9.2,13.3,25,9.2,21.7,0,0
1393,50,12.8,9.8,12.0,13.7,20,11.4,19.2,0,0
1393,50,14.0,10.1,13.3,14.7,20,12.5,20.8,0,0
1393,50,13.2,0.6,12.0,14.3,20,8.3,16.4,0,0
1393,50,14.0,0.0,11.9,16.2,99,6.4,11.4,0,0
1393,50,13.2,0.0,10.5,16.0,99,3.9,9.2,0,0
1393,50,13.0,0.0,10.3,15.7,20,2.8,7.5,0,0
1393,50,13.6,0.1,10.7,16.5,17,6.1,18.1,0,0
1393,50,12.8,0.7,11.8,13.9,19,4.2,14.4,0,0
1393,50,12.8,0.0,11.8,13.9,03,5.3,14.4,0,0
1393,50,10.8,0.0,7.9,13.6,05,6.4,13.6,0,0
1393,50,11.0,0.0,7.5,14.5,13,2.5,5.6,0,0
1393,50,12.8,0.0,8.9,16.6,19,2.2,6.4,0,0
1393,50,10.8,0.0,8.0,13.6,04,1.4,6.4,0,0
1393,50,8.9,0.0,6.5,11.3,03,7.8,15.0,0,0
1393,50,9.0,0.0,4.5,13.6,03,2.2,7.2,0,0
1393,50,9.4,0.1,5.5,13.2,24,1.7,5.0,0,0
1393,50,8.6,0.0,5.1,12.2,03,1.9,5.0,0,0
1393,50,9.2,0.0,5.7,12.6,04,3.6,10.0,0,0
1393,50,9.0,0.0,7.0,11.0,03,7.8,13.9,0,0
1393,50,9.2,0.0,7.0,11.3,03,9.4,18.1,0,0
1393,50,10.6,0.0,8.5,12.6,03,9.2,18.9,0,0
1393,50,9.4,0.0,7.4,11.3,04,10.8,20.0,0,0
1393,50,8.6,0.0,6.2,11.1,04,8.9,18.3,0,0
1393,50,9.8,0.0,7.9,11.8,04,7.2,18.3,0,0
1393,50,10.8,0.0,9.3,12.3,04,6.4,15.0,0,0
1393,50,10.6,0.0,8.5,12.6,03,9.4,14.4,0,0
1393,50,10.0,0.0,5.9,14.0,20,4.7,8.9,0,0
1393,50,11.4,4.1,9.2,13.5,36,5.8,14.2,0,0
1393,50,9.4,0.0,7.3,11.5,01,5.6,11.4,0,0
1393,50,9.4,20.0,7.2,11.7,22,5.0,13.1,0,0
1393,50,11.6,0,10.1,13.2,03,11.1,19.4,0,0
1393,50,10.7,0,9.6,11.8,36,11.1,16.4,0,0
1393,50,10.7,0,9.3,12.1,02,5.3,13.3,0,0
1393,50,10.4,0,9.1,11.6,30,7.2,16.1,0,0
1393,50,11.8,0,11.1,12.6,34,8.6,18.1,0,0
1393,50,11.4,0,10.7,12.2,01,10.0,15.6,0,0
1393,50,10.9,0,9.2,12.6,03,8.9,16.9,0,0
1393,50,10.6,0,8.5,12.6,28,4.2,14.4,0,0
1393,50,10.7,0,8.9,12.5,34,7.5,14.2,0,0
1393,50,11.0,0,10.1,11.9,34,5.3,12.8,0,0
1393,50,10.0,0,8.2,11.9,34,8.9,20.0,0,0
1393,50,10.6,0,8.5,12.6,21,10.0,17.2,0,0
1393,50,10.5,0,8.2,12.8,24,10.3,23.6,0,0
1393,50,0,0,0,0,24,0,31.4,0,0
1393,50,8.6,0.4,6.3,10.9,36,7.8,23.1,0,0
1393,50,8.8,0.3,4.4,13.1,19,3.9,10.8,0,0
1393,50,10.1,2.4,8.4,11.8,18,8.9,13.3,0,0
1393,50,13.2,0.0,11.0,15.3,99,7.2,11.1,0,0
1393,50,11.3,7.4,9.7,12.9,22,8.9,15.8,0,0
1393,50,10.6,0.0,8.0,13.2,22,4.2,10.8,0,0
1393,50,11.4,0,10.2,12.5,22,11.4,21.1,0,0
1393,50,12.1,0,11.3,12.9,99,12.8,24.4,0,0
1393,50,10.6,0,8.5,12.8,20,4.4,26.4,0,0
1393,50,9.2,0.0,6.2,12.3,04,5.8,11.7,0,0
